Sample Date,Test date,WRRF Name,WRRF Abbreviation,Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Per capita SARS-CoV-2 load (N1 copies per day per population),Annotation,"Population Served, estimated ",Technology
04/11/2023,04/12/2023,Hunts Point,HP,"23,064.00","14,000,000.00",,"755,948",dPCR
04/11/2023,04/12/2023,Jamaica Bay,JA,"144,480.00","51,100,000.00",,"748,737",dPCR
04/11/2023,04/12/2023,Newtown Creek,NC,"87,240.00","48,800,000.00",,"1,156,473",dPCR
04/11/2023,04/12/2023,North River,NR,"33,216.00","18,100,000.00",,"658,596",dPCR
04/11/2023,04/12/2023,Oakwood Beach,OB,"13,776.00","4,940,000.00",,"258,731",dPCR
04/11/2023,04/12/2023,Owls Head,OH,"42,744.00","13,900,000.00",,"906,442",dPCR
04/11/2023,04/12/2023,Port Richmond,PR,"78,048.00","31,400,000.00",This sample was analyzed in duplicate.,"226,167",dPCR
04/11/2023,04/12/2023,Red Hook,RH,"70,128.00","30,800,000.00",,"224,029",dPCR
04/11/2023,04/12/2023,Rockaway,RK,"30,744.00","16,400,000.00",,"120,539",dPCR
04/11/2023,04/12/2023,Tallman Island,TI,"76,896.00","27,800,000.00",,"449,907",dPCR
04/11/2023,04/12/2023,Wards Island,WI,"18,312.00","10,400,000.00",,"1,201,485",dPCR
04/16/2023,04/17/2023,26th Ward,26W,"30,048.00","16,800,000.00",,"290,608",dPCR
04/16/2023,04/17/2023,Bowery Bay,BB,"59,664.00","21,200,000.00",,"924,695",dPCR
04/16/2023,04/17/2023,Coney Island,CI,"37,200.00","15,100,000.00",,"682,342",dPCR
04/16/2023,04/17/2023,Hunts Point,HP,"33,192.00","18,100,000.00",,"755,948",dPCR
04/16/2023,04/17/2023,Jamaica Bay,JA,"53,160.00","19,400,000.00",,"748,737",dPCR
04/16/2023,04/17/2023,Newtown Creek,NC,"55,536.00","31,300,000.00",,"1,156,473",dPCR
04/16/2023,04/17/2023,North River,NR,"25,704.00","13,900,000.00",,"658,596",dPCR
04/16/2023,04/17/2023,Oakwood Beach,OB,"42,744.00","15,700,000.00",,"258,731",dPCR
04/16/2023,04/17/2023,Owls Head,OH,"77,112.00","26,100,000.00",,"906,442",dPCR
04/16/2023,04/17/2023,Port Richmond,PR,"64,920.00","27,200,000.00",This sample was analyzed in duplicate.,"226,167",dPCR
04/16/2023,04/17/2023,Red Hook,RH,"52,248.00","21,200,000.00",,"224,029",dPCR
04/16/2023,04/17/2023,Rockaway,RK,"6,648.00","3,760,000.00",,"120,539",dPCR
04/16/2023,04/17/2023,Tallman Island,TI,"49,104.00","21,500,000.00",,"449,907",dPCR
04/16/2023,04/17/2023,Wards Island,WI,"7,896.00","4,730,000.00",,"1,201,485",dPCR
04/19/2023,04/20/2023,26th Ward,26W,"31,392.00","18,400,000.00",,"290,608",dPCR
04/19/2023,04/20/2023,Bowery Bay,BB,"43,224.00","15,400,000.00",,"924,695",dPCR
04/19/2023,04/20/2023,Coney Island,CI,"17,880.00","7,140,000.00",,"682,342",dPCR
04/19/2023,04/20/2023,Hunts Point,HP,"38,520.00","21,000,000.00",,"755,948",dPCR
04/19/2023,04/20/2023,Jamaica Bay,JA,"60,816.00","21,200,000.00",,"748,737",dPCR
04/19/2023,04/20/2023,Newtown Creek,NC,"44,064.00","25,500,000.00",,"1,156,473",dPCR
04/19/2023,04/20/2023,North River,NR,"8,952.00","4,320,000.00",,"658,596",dPCR
04/19/2023,04/20/2023,Oakwood Beach,OB,"56,832.00","19,500,000.00",,"258,731",dPCR
04/19/2023,04/20/2023,Owls Head,OH,"50,328.00","16,200,000.00",,"906,442",dPCR
04/19/2023,04/20/2023,Port Richmond,PR,"31,776.00","12,800,000.00",This sample was analyzed in duplicate.,"226,167",dPCR
04/19/2023,04/20/2023,Red Hook,RH,"59,136.00","23,000,000.00",,"224,029",dPCR
04/19/2023,04/20/2023,Rockaway,RK,"5,328.00","3,180,000.00",,"120,539",dPCR
04/19/2023,04/20/2023,Tallman Island,TI,"71,688.00","28,300,000.00",,"449,907",dPCR
04/19/2023,04/20/2023,Wards Island,WI,"22,320.00","12,900,000.00",,"1,201,485",dPCR
04/23/2023,04/24/2023,26th Ward,26W,"26,328.00","35,300,000.00",,"290,608",dPCR
04/23/2023,04/24/2023,Bowery Bay,BB,"24,024.00","16,000,000.00",,"924,695",dPCR
04/23/2023,04/24/2023,Coney Island,CI,"23,112.00","11,700,000.00",,"682,342",dPCR
04/23/2023,04/24/2023,Hunts Point,HP,"3,792.00","3,650,000.00",,"755,948",dPCR
04/23/2023,04/24/2023,Jamaica Bay,JA,"37,704.00","19,800,000.00",,"748,737",dPCR
04/23/2023,04/24/2023,Newtown Creek,NC,"25,872.00","29,800,000.00",,"1,156,473",dPCR
04/23/2023,04/24/2023,North River,NR,"7,680.00","7,240,000.00",,"658,596",dPCR
04/23/2023,04/24/2023,Oakwood Beach,OB,"26,304.00","14,800,000.00",,"258,731",dPCR
04/23/2023,04/24/2023,Owls Head,OH,"11,328.00","5,440,000.00",,"906,442",dPCR
04/23/2023,04/24/2023,Port Richmond,PR,"9,264.00","6,670,000.00",This sample was analyzed in duplicate.,"226,167",dPCR
04/23/2023,04/24/2023,Red Hook,RH,"20,088.00","15,300,000.00",,"224,029",dPCR
04/23/2023,04/24/2023,Rockaway,RK,"6,648.00","4,590,000.00",,"120,539",dPCR
04/23/2023,04/24/2023,Tallman Island,TI,"14,616.00","10,900,000.00",,"449,907",dPCR
04/23/2023,04/24/2023,Wards Island,WI,"10,488.00","9,250,000.00",,"1,201,485",dPCR
04/30/2023,05/01/2023,26th Ward,26W,"6,240.00","10,600,000.00",,"290,608",dPCR
04/30/2023,05/01/2023,Bowery Bay,BB,"16,440.00","15,500,000.00",,"924,695",dPCR
04/30/2023,05/01/2023,Coney Island,CI,"11,544.00","10,500,000.00",,"682,342",dPCR
04/30/2023,05/01/2023,Hunts Point,HP,"2,808.00","4,470,000.00",,"755,948",dPCR
04/30/2023,05/01/2023,Jamaica Bay,JA,"28,584.00","20,200,000.00",,"748,737",dPCR
04/30/2023,05/01/2023,Newtown Creek,NC,"11,616.00","16,000,000.00",,"1,156,473",dPCR
04/30/2023,05/01/2023,North River,NR,"9,384.00","13,800,000.00",,"658,596",dPCR
04/30/2023,05/01/2023,Oakwood Beach,OB,"20,040.00","22,000,000.00",,"258,731",dPCR
04/30/2023,05/01/2023,Owls Head,OH,"3,888.00","2,940,000.00",,"906,442",dPCR
04/30/2023,05/01/2023,Port Richmond,PR,"5,280.00","6,630,000.00",This sample was analyzed in duplicate.,"226,167",dPCR
04/30/2023,05/01/2023,Red Hook,RH,"12,048.00","15,900,000.00",,"224,029",dPCR
04/30/2023,05/01/2023,Rockaway,RK,"6,720.00","5,910,000.00",,"120,539",dPCR
04/30/2023,05/01/2023,Tallman Island,TI,"5,400.00","5,630,000.00",,"449,907",dPCR
04/30/2023,05/01/2023,Wards Island,WI,"13,104.00","17,600,000.00",,"1,201,485",dPCR
05/07/2023,05/08/2023,26th Ward,26W,"2,496.00","1,530,000.00",,"290,608",dPCR
05/07/2023,05/08/2023,Bowery Bay,BB,"77,136.00","30,300,000.00",,"924,695",dPCR
05/07/2023,05/08/2023,Coney Island,CI,"12,888.00","5,220,000.00",,"682,342",dPCR
05/07/2023,05/08/2023,Hunts Point,HP,"20,880.00","12,400,000.00",,"755,948",dPCR
05/07/2023,05/08/2023,Jamaica Bay,JA,"43,248.00","17,700,000.00",,"748,737",dPCR
05/07/2023,05/08/2023,Newtown Creek,NC,"15,480.00","9,170,000.00",,"1,156,473",dPCR
05/07/2023,05/08/2023,North River,NR,"118,032.00","65,100,000.00",,"658,596",dPCR
05/07/2023,05/08/2023,Oakwood Beach,OB,"3,744.00","1,800,000.00",,"258,731",dPCR
05/07/2023,05/08/2023,Owls Head,OH,"70,608.00","24,800,000.00",,"906,442",dPCR
05/07/2023,05/08/2023,Port Richmond,PR,"29,832.00","16,000,000.00",This sample was analyzed in duplicate.,"226,167",dPCR
05/07/2023,05/08/2023,Red Hook,RH,"13,440.00","5,680,000.00",,"224,029",dPCR
05/07/2023,05/08/2023,Rockaway,RK,"25,248.00","16,700,000.00",,"120,539",dPCR
05/07/2023,05/08/2023,Tallman Island,TI,"45,096.00","21,600,000.00",,"449,907",dPCR
05/07/2023,05/08/2023,Wards Island,WI,"14,424.00","8,910,000.00",,"1,201,485",dPCR
05/09/2023,05/10/2023,26th Ward,26W,"36,456.00","21,400,000.00",,"290,608",dPCR
05/09/2023,05/10/2023,Bowery Bay,BB,"77,784.00","29,000,000.00",,"924,695",dPCR
05/09/2023,05/10/2023,Coney Island,CI,"6,384.00","2,970,000.00",,"682,342",dPCR
05/09/2023,05/10/2023,Hunts Point,HP,"25,968.00","15,000,000.00",,"755,948",dPCR
05/09/2023,05/10/2023,Jamaica Bay,JA,"71,376.00","27,400,000.00",,"748,737",dPCR
05/09/2023,05/10/2023,Newtown Creek,NC,"58,080.00","35,700,000.00",,"1,156,473",dPCR
05/09/2023,05/10/2023,North River,NR,"44,760.00","26,500,000.00",,"658,596",dPCR
05/09/2023,05/10/2023,Oakwood Beach,OB,"25,152.00","10,900,000.00",,"258,731",dPCR
05/09/2023,05/10/2023,Owls Head,OH,"75,384.00","24,900,000.00",,"906,442",dPCR
05/09/2023,05/10/2023,Port Richmond,PR,"49,320.00","22,300,000.00",This sample was analyzed in duplicate.,"226,167",dPCR
05/09/2023,05/10/2023,Red Hook,RH,"51,096.00","21,600,000.00",,"224,029",dPCR
05/09/2023,05/10/2023,Rockaway,RK,"40,920.00","25,700,000.00",,"120,539",dPCR
05/09/2023,05/10/2023,Tallman Island,TI,"43,968.00","20,700,000.00",,"449,907",dPCR
05/09/2023,05/10/2023,Wards Island,WI,"39,720.00","24,700,000.00",,"1,201,485",dPCR
05/14/2023,05/15/2023,26th Ward,26W,"31,248.00","18,300,000.00",,"290,608",dPCR
05/14/2023,05/15/2023,Bowery Bay,BB,"75,696.00","26,600,000.00",,"924,695",dPCR
05/14/2023,05/15/2023,Coney Island,CI,"34,680.00","16,400,000.00",,"682,342",dPCR
05/14/2023,05/15/2023,Hunts Point,HP,"24,408.00","14,200,000.00",This sample was analyzed in duplicate.,"755,948",dPCR
05/14/2023,05/15/2023,Jamaica Bay,JA,"41,568.00","16,000,000.00",This sample was analyzed in duplicate.,"748,737",dPCR
05/14/2023,05/15/2023,Newtown Creek,NC,"58,032.00","32,900,000.00",This sample was analyzed in duplicate.,"1,156,473",dPCR
05/14/2023,05/15/2023,North River,NR,"48,720.00","26,300,000.00",,"658,596",dPCR
05/14/2023,05/15/2023,Oakwood Beach,OB,"36,384.00","14,700,000.00",,"258,731",dPCR
05/14/2023,05/15/2023,Owls Head,OH,"122,160.00","39,300,000.00",,"906,442",dPCR
05/14/2023,05/15/2023,Port Richmond,PR,"46,704.00","20,300,000.00",This sample was analyzed in duplicate.,"226,167",dPCR
05/14/2023,05/15/2023,Red Hook,RH,"112,608.00","49,500,000.00",,"224,029",dPCR
05/14/2023,05/15/2023,Rockaway,RK,"4,032.00","2,410,000.00",,"120,539",dPCR
05/14/2023,05/15/2023,Tallman Island,TI,"63,816.00","29,000,000.00",,"449,907",dPCR
05/14/2023,05/15/2023,Wards Island,WI,"21,192.00","12,100,000.00",,"1,201,485",dPCR
05/16/2023,05/17/2023,26th Ward,26W,"32,256.00","18,900,000.00",,"290,608",dPCR
05/16/2023,05/17/2023,Bowery Bay,BB,"97,536.00","34,700,000.00",,"924,695",dPCR
05/16/2023,05/17/2023,Coney Island,CI,"96,840.00","40,800,000.00",,"682,342",dPCR
05/16/2023,05/17/2023,Hunts Point,HP,"16,392.00","8,450,000.00",This sample was analyzed in duplicate.,"755,948",dPCR
05/16/2023,05/17/2023,Jamaica Bay,JA,"89,712.00","33,600,000.00",This sample was analyzed in duplicate.,"748,737",dPCR
05/16/2023,05/17/2023,Newtown Creek,NC,"83,616.00","49,800,000.00",This sample was analyzed in duplicate.,"1,156,473",dPCR
05/16/2023,05/17/2023,North River,NR,"78,096.00","45,800,000.00",,"658,596",dPCR
05/16/2023,05/17/2023,Oakwood Beach,OB,"95,184.00","40,200,000.00",,"258,731",dPCR
05/16/2023,05/17/2023,Owls Head,OH,"96,168.00","31,700,000.00",,"906,442",dPCR
05/16/2023,05/17/2023,Port Richmond,PR,"47,808.00","21,600,000.00",This sample was analyzed in duplicate.,"226,167",dPCR
05/16/2023,05/17/2023,Red Hook,RH,"112,200.00","56,900,000.00",,"224,029",dPCR
05/16/2023,05/17/2023,Rockaway,RK,"44,616.00","26,600,000.00",,"120,539",dPCR
05/16/2023,05/17/2023,Tallman Island,TI,"67,488.00","31,800,000.00",,"449,907",dPCR
05/16/2023,05/17/2023,Wards Island,WI,"117,480.00","68,500,000.00",,"1,201,485",dPCR
05/21/2023,05/22/2023,26th Ward,26W,"7,656.00","6,080,000.00",,"290,608",dPCR
05/21/2023,05/22/2023,Bowery Bay,BB,"90,960.00","35,000,000.00",,"924,695",dPCR
05/21/2023,05/22/2023,Coney Island,CI,"28,032.00","12,300,000.00",,"682,342",dPCR
05/21/2023,05/22/2023,Hunts Point,HP,"14,112.00","7,630,000.00",This sample was analyzed in duplicate.,"755,948",dPCR
05/21/2023,05/22/2023,Jamaica Bay,JA,"110,520.00","44,100,000.00",This sample was analyzed in duplicate.,"748,737",dPCR
05/21/2023,05/22/2023,Newtown Creek,NC,"62,760.00","37,000,000.00",This sample was analyzed in duplicate.,"1,156,473",dPCR
05/21/2023,05/22/2023,North River,NR,"75,288.00","44,100,000.00",,"658,596",dPCR
05/21/2023,05/22/2023,Oakwood Beach,OB,"64,824.00","26,700,000.00",,"258,731",dPCR
05/21/2023,05/22/2023,Owls Head,OH,"123,768.00","42,900,000.00",,"906,442",dPCR
05/21/2023,05/22/2023,Port Richmond,PR,"41,208.00","17,900,000.00",,"226,167",dPCR
05/21/2023,05/22/2023,Red Hook,RH,"29,208.00","10,900,000.00",,"224,029",dPCR
05/21/2023,05/22/2023,Rockaway,RK,"13,104.00","8,640,000.00",,"120,539",dPCR
05/21/2023,05/22/2023,Tallman Island,TI,"83,016.00","47,500,000.00",,"449,907",dPCR
05/21/2023,05/22/2023,Wards Island,WI,"24,192.00","14,000,000.00",,"1,201,485",dPCR
05/23/2023,05/25/2023,26th Ward,26W,"38,688.00","22,700,000.00",,"290,608",dPCR
05/23/2023,05/25/2023,Bowery Bay,BB,"76,824.00","27,000,000.00",,"924,695",dPCR
05/23/2023,05/25/2023,Coney Island,CI,"44,928.00","19,200,000.00",,"682,342",dPCR
05/23/2023,05/25/2023,Hunts Point,HP,"7,704.00","3,740,000.00",This sample was analyzed in duplicate.,"755,948",dPCR
05/23/2023,05/25/2023,Jamaica Bay,JA,"103,152.00","39,600,000.00",This sample was analyzed in duplicate.,"748,737",dPCR
05/23/2023,05/25/2023,Newtown Creek,NC,"151,896.00","92,000,000.00",This sample was analyzed in duplicate.,"1,156,473",dPCR
05/23/2023,05/25/2023,North River,NR,"160,440.00","93,100,000.00",,"658,596",dPCR
05/23/2023,05/25/2023,Oakwood Beach,OB,"75,384.00","29,600,000.00",,"258,731",dPCR
05/23/2023,05/25/2023,Owls Head,OH,"141,984.00","46,800,000.00",,"906,442",dPCR
05/23/2023,05/25/2023,Port Richmond,PR,"73,104.00","31,800,000.00",,"226,167",dPCR
05/23/2023,05/25/2023,Red Hook,RH,"106,176.00","41,300,000.00",,"224,029",dPCR
05/23/2023,05/25/2023,Rockaway,RK,"11,808.00","7,050,000.00",,"120,539",dPCR
05/23/2023,05/25/2023,Tallman Island,TI,"68,904.00","26,700,000.00",,"449,907",dPCR
05/23/2023,05/25/2023,Wards Island,WI,"59,736.00","33,100,000.00",,"1,201,485",dPCR
05/30/2023,05/31/2023,26th Ward,26W,"66,696.00","37,400,000.00",,"290,608",dPCR
05/30/2023,05/31/2023,Bowery Bay,BB,"109,392.00","39,000,000.00",,"924,695",dPCR
05/30/2023,05/31/2023,Coney Island,CI,"75,864.00","33,200,000.00",,"682,342",dPCR
05/30/2023,05/31/2023,Hunts Point,HP,"131,232.00","65,700,000.00",This sample was analyzed in duplicate.,"755,948",dPCR
05/30/2023,05/31/2023,Jamaica Bay,JA,"94,032.00","34,700,000.00",This sample was analyzed in duplicate.,"748,737",dPCR
05/30/2023,05/31/2023,Newtown Creek,NC,"99,504.00","59,300,000.00",This sample was analyzed in duplicate.,"1,156,473",dPCR
05/30/2023,05/31/2023,North River,NR,"88,416.00","50,800,000.00",,"658,596",dPCR
05/30/2023,05/31/2023,Oakwood Beach,OB,"73,056.00","27,900,000.00",,"258,731",dPCR
05/30/2023,05/31/2023,Owls Head,OH,"75,192.00","24,500,000.00",,"906,442",dPCR
05/30/2023,05/31/2023,Port Richmond,PR,"189,816.00","73,100,000.00",,"226,167",dPCR
05/30/2023,05/31/2023,Red Hook,RH,"112,392.00","39,900,000.00",,"224,029",dPCR
05/30/2023,05/31/2023,Rockaway,RK,"29,664.00","16,800,000.00",,"120,539",dPCR
05/30/2023,05/31/2023,Tallman Island,TI,"150,072.00","59,300,000.00",,"449,907",dPCR
05/30/2023,05/31/2023,Wards Island,WI,"26,592.00","15,700,000.00",,"1,201,485",dPCR
06/04/2023,06/05/2023,26th Ward,26W,"38,736.00","21,200,000.00",,"290,608",dPCR
06/04/2023,06/05/2023,Bowery Bay,BB,"60,720.00","23,600,000.00",,"924,695",dPCR
06/04/2023,06/05/2023,Coney Island,CI,"37,344.00","16,000,000.00",,"682,342",dPCR
06/04/2023,06/05/2023,Hunts Point,HP,"53,952.00","27,300,000.00",This sample was analyzed in duplicate.,"755,948",dPCR
06/04/2023,06/05/2023,Jamaica Bay,JA,"146,112.00","56,900,000.00",This sample was analyzed in duplicate.,"748,737",dPCR
06/04/2023,06/05/2023,Newtown Creek,NC,"37,536.00","22,100,000.00",This sample was analyzed in duplicate.,"1,156,473",dPCR
06/04/2023,06/05/2023,North River,NR,"48,048.00","26,800,000.00",,"658,596",dPCR
06/04/2023,06/05/2023,Oakwood Beach,OB,"39,648.00","14,700,000.00",,"258,731",dPCR
06/04/2023,06/05/2023,Owls Head,OH,"57,552.00","19,900,000.00",,"906,442",dPCR
06/04/2023,06/05/2023,Port Richmond,PR,"42,456.00","16,300,000.00",,"226,167",dPCR
06/04/2023,06/05/2023,Red Hook,RH,"58,464.00","23,700,000.00",,"224,029",dPCR
06/04/2023,06/05/2023,Rockaway,RK,"31,584.00","20,800,000.00",,"120,539",dPCR
06/04/2023,06/05/2023,Tallman Island,TI,"130,560.00","61,500,000.00",,"449,907",dPCR
06/04/2023,06/05/2023,Wards Island,WI,"68,760.00","39,000,000.00",,"1,201,485",dPCR
06/06/2023,06/07/2023,26th Ward,26W,"52,800.00","28,200,000.00",,"290,608",dPCR
06/06/2023,06/07/2023,Bowery Bay,BB,"102,456.00","39,400,000.00",,"924,695",dPCR
06/06/2023,06/07/2023,Coney Island,CI,"43,896.00","19,700,000.00",,"682,342",dPCR
06/06/2023,06/07/2023,Hunts Point,HP,"69,312.00","35,700,000.00",This sample was analyzed in duplicate.,"755,948",dPCR
06/06/2023,06/07/2023,Jamaica Bay,JA,"97,704.00","35,600,000.00",This sample was analyzed in duplicate.,"748,737",dPCR
06/06/2023,06/07/2023,Newtown Creek,NC,"41,472.00","25,100,000.00",This sample was analyzed in duplicate.,"1,156,473",dPCR
06/06/2023,06/07/2023,North River,NR,"92,304.00","52,500,000.00",,"658,596",dPCR
06/06/2023,06/07/2023,Oakwood Beach,OB,"82,176.00","29,500,000.00",,"258,731",dPCR
06/06/2023,06/07/2023,Owls Head,OH,"108,840.00","37,300,000.00",,"906,442",dPCR
06/06/2023,06/07/2023,Port Richmond,PR,"50,664.00","21,200,000.00",,"226,167",dPCR
06/06/2023,06/07/2023,Red Hook,RH,"50,640.00","20,500,000.00",,"224,029",dPCR
06/06/2023,06/07/2023,Rockaway,RK,"35,616.00","22,400,000.00",,"120,539",dPCR
06/06/2023,06/07/2023,Tallman Island,TI,"126,120.00","57,300,000.00",,"449,907",dPCR
06/06/2023,06/07/2023,Wards Island,WI,"122,976.00","74,400,000.00",,"1,201,485",dPCR
06/11/2023,06/12/2023,26th Ward,26W,"35,064.00","18,700,000.00",,"290,608",dPCR
06/11/2023,06/12/2023,Bowery Bay,BB,"56,568.00","20,100,000.00",,"924,695",dPCR
06/11/2023,06/12/2023,Coney Island,CI,"22,920.00","9,540,000.00",,"682,342",dPCR
06/11/2023,06/12/2023,Hunts Point,HP,"100,176.00","51,700,000.00",This sample was analyzed in duplicate.,"755,948",dPCR
06/11/2023,06/12/2023,Jamaica Bay,JA,"130,632.00","48,900,000.00",This sample was analyzed in duplicate.,"748,737",dPCR
06/11/2023,06/12/2023,Newtown Creek,NC,"63,864.00","36,400,000.00",This sample was analyzed in duplicate.,"1,156,473",dPCR
06/11/2023,06/12/2023,North River,NR,"58,368.00","30,900,000.00",,"658,596",dPCR
06/11/2023,06/12/2023,Oakwood Beach,OB,"30,384.00","11,300,000.00",,"258,731",dPCR
06/11/2023,06/12/2023,Owls Head,OH,"105,792.00","35,300,000.00",,"906,442",dPCR
06/11/2023,06/12/2023,Port Richmond,PR,"121,776.00","44,800,000.00",,"226,167",dPCR
06/11/2023,06/12/2023,Red Hook,RH,"86,280.00","35,000,000.00",,"224,029",dPCR
06/11/2023,06/12/2023,Rockaway,RK,"34,080.00","21,400,000.00",,"120,539",dPCR
06/11/2023,06/12/2023,Tallman Island,TI,"67,632.00","29,000,000.00",,"449,907",dPCR
06/11/2023,06/12/2023,Wards Island,WI,"45,984.00","27,500,000.00",,"1,201,485",dPCR
06/13/2023,06/14/2023,26th Ward,26W,"46,224.00","24,700,000.00",,"290,608",dPCR
06/13/2023,06/14/2023,Bowery Bay,BB,"116,904.00","41,200,000.00",,"924,695",dPCR
06/13/2023,06/14/2023,Coney Island,CI,"53,760.00","23,900,000.00",,"682,342",dPCR
06/13/2023,06/14/2023,Hunts Point,HP,"53,808.00","26,400,000.00",This sample was analyzed in duplicate.,"755,948",dPCR
06/13/2023,06/14/2023,Jamaica Bay,JA,"99,528.00","36,200,000.00",This sample was analyzed in duplicate.,"748,737",dPCR
06/13/2023,06/14/2023,Newtown Creek,NC,"99,360.00","59,500,000.00",This sample was analyzed in duplicate.,"1,156,473",dPCR
06/13/2023,06/14/2023,North River,NR,"79,368.00","46,500,000.00",This sample was analyzed in duplicate.,"658,596",dPCR
06/13/2023,06/14/2023,Oakwood Beach,OB,"56,952.00","20,900,000.00",,"258,731",dPCR
06/13/2023,06/14/2023,Owls Head,OH,"65,568.00","21,900,000.00",,"906,442",dPCR
06/13/2023,06/14/2023,Port Richmond,PR,"87,696.00","32,300,000.00",,"226,167",dPCR
06/13/2023,06/14/2023,Red Hook,RH,"102,000.00","44,800,000.00",,"224,029",dPCR
06/13/2023,06/14/2023,Rockaway,RK,"10,512.00","6,600,000.00",,"120,539",dPCR
06/13/2023,06/14/2023,Tallman Island,TI,"91,752.00","47,100,000.00",,"449,907",dPCR
06/13/2023,06/14/2023,Wards Island,WI,"50,592.00","31,400,000.00",,"1,201,485",dPCR
06/20/2023,06/21/2023,26th Ward,26W,"34,920.00","18,600,000.00",,"290,608",dPCR
06/20/2023,06/21/2023,Bowery Bay,BB,"61,920.00","21,500,000.00",,"924,695",dPCR
06/20/2023,06/21/2023,Coney Island,CI,"28,248.00","12,100,000.00",,"682,342",dPCR
06/20/2023,06/21/2023,Hunts Point,HP,"65,544.00","33,100,000.00",This sample was analyzed in duplicate.,"755,948",dPCR
06/20/2023,06/21/2023,Jamaica Bay,JA,"41,280.00","14,600,000.00",This sample was analyzed in duplicate.,"748,737",dPCR
06/20/2023,06/21/2023,Newtown Creek,NC,"50,040.00","30,100,000.00",This sample was analyzed in triplicate.,"1,156,473",dPCR
06/20/2023,06/21/2023,North River,NR,"64,872.00","36,200,000.00",,"658,596",dPCR
06/20/2023,06/21/2023,Oakwood Beach,OB,"56,856.00","20,500,000.00",,"258,731",dPCR
06/20/2023,06/21/2023,Owls Head,OH,"76,296.00","25,800,000.00",,"906,442",dPCR
06/20/2023,06/21/2023,Port Richmond,PR,"63,624.00","23,400,000.00",,"226,167",dPCR
06/20/2023,06/21/2023,Red Hook,RH,"51,648.00","20,100,000.00",,"224,029",dPCR
06/20/2023,06/21/2023,Rockaway,RK,"269,520.00","161,000,000.00",,"120,539",dPCR
06/20/2023,06/21/2023,Tallman Island,TI,"21,696.00","11,000,000.00",,"449,907",dPCR
06/20/2023,06/21/2023,Wards Island,WI,"20,328.00","12,000,000.00",,"1,201,485",dPCR
06/25/2023,06/26/2023,26th Ward,26W,"37,416.00","20,000,000.00",,"290,608",dPCR
06/25/2023,06/26/2023,Bowery Bay,BB,"53,016.00","20,200,000.00",,"924,695",dPCR
06/25/2023,06/26/2023,Coney Island,CI,"41,112.00","17,300,000.00",,"682,342",dPCR
06/25/2023,06/26/2023,Hunts Point,HP,"12,840.00","7,780,000.00",This sample was analyzed in duplicate.,"755,948",dPCR
06/25/2023,06/26/2023,Jamaica Bay,JA,"90,360.00","33,300,000.00",This sample was analyzed in triplicate.,"748,737",dPCR
06/25/2023,06/26/2023,Newtown Creek,NC,"56,352.00","34,500,000.00",This sample was analyzed in duplicate.,"1,156,473",dPCR
06/25/2023,06/26/2023,North River,NR,"50,592.00","29,400,000.00",,"658,596",dPCR
06/25/2023,06/26/2023,Oakwood Beach,OB,"51,552.00","19,900,000.00",,"258,731",dPCR
06/25/2023,06/26/2023,Owls Head,OH,"52,200.00","18,100,000.00",,"906,442",dPCR
06/25/2023,06/26/2023,Port Richmond,PR,"55,776.00","20,500,000.00",,"226,167",dPCR
06/25/2023,06/26/2023,Red Hook,RH,"47,712.00","20,200,000.00",,"224,029",dPCR
06/25/2023,06/26/2023,Rockaway,RK,"6,552.00","3,910,000.00",,"120,539",dPCR
06/25/2023,06/26/2023,Tallman Island,TI,"47,136.00","20,600,000.00",,"449,907",dPCR
06/25/2023,06/26/2023,Wards Island,WI,"27,984.00","17,100,000.00",,"1,201,485",dPCR
06/27/2023,06/28/2023,26th Ward,26W,"26,208.00","16,400,000.00",,"290,608",dPCR
06/27/2023,06/28/2023,Bowery Bay,BB,"86,016.00","30,600,000.00",,"924,695",dPCR
